词库,词库名,分类,关卡,网格大小,难度,单词数,最小长度,最大长度,平均长度,单词列表,有特殊字符,错误
cet4,大学四级,考试,212,10,hard,7,5,8,6.3,EXCHANGE|ENOUGH|ASTONISH|DELIVER|CLOUD|CHARM|SHAVE,否,否
cet4,大学四级,考试,213,10,hard,9,5,9,6.7,ENCLOSE|STRAW|TIGHTEN|PREJUDICE|INFLATION|FACTOR|SAUSAGE|USAGE|NEVER,否,否
cet4,大学四级,考试,214,10,hard,8,5,8,6.0,SUPPORT|DOCTOR|SPECIFY|MATERIAL|CANAL|ROBOT|FORTH|SILLY,否,否
cet4,大学四级,考试,215,10,hard,7,5,9,6.9,POLLUTE|PARADE|TOLERATE|HEALTHY|APPLIANCE|STEEP|MAGNET,否,否
cet4,大学四级,考试,216,10,hard,7,5,7,5.9,DEFEAT|ACCENT|CONTACT|LIKELY|POLITE|BATHE|PAINT,否,否
cet4,大学四级,考试,217,10,hard,6,5,8,6.3,FLUSH|CONCLUDE|OPPRESS|EXHIBIT|PRIDE|COSTLY,否,否
cet4,大学四级,考试,218,10,hard,7,5,9,6.4,BECAUSE|COMPETE|POLLUTION|TOWER|CANCEL|BEGGAR|ELECT,否,否
cet4,大学四级,考试,219,10,hard,7,5,8,6.3,MOREOVER|ADDITION|LATTER|ABOARD|SCHEME|COLOR|BLEND,否,否
cet4,大学四级,考试,220,10,hard,7,5,7,5.7,RECORD|DESPISE|COPPER|WRECK|PRIZE|PRIOR|REFORM,否,否
cet4,大学四级,考试,221,10,hard,8,5,8,6.6,IMPROVE|INTAKE|POSITION|OUTPUT|LOGICAL|SETTING|TOUCH|INTENSE,否,否
cet4,大学四级,考试,222,10,hard,5,5,9,6.8,SILENCE|ENCOUNTER|BUCKET|OWING|CONTENT,否,否
cet4,大学四级,考试,223,10,hard,5,5,7,6.2,LAYER|SOLUBLE|CATALOG|FORUM|BAGGAGE,否,否
cet4,大学四级,考试,224,10,hard,5,5,7,6.0,VIOLIN|COMPLEX|THEORY|LATER|PRINCE,否,否
cet4,大学四级,考试,225,10,hard,7,5,9,6.9,INTERPRET|PARCEL|TUITION|EXTERIOR|LIBERAL|NEWLY|ACROSS,否,否
cet4,大学四级,考试,226,10,hard,7,5,9,6.4,MILLION|MEANWHILE|ANYWAY|WAIST|DITCH|STRIPE|EMPEROR,否,否
cet4,大学四级,考试,227,10,hard,8,5,7,5.8,ABSORB|ADJUST|BARREL|SHEER|FAMOUS|BARRIER|MOULD|STORE,否,否
cet4,大学四级,考试,228,10,hard,5,5,7,6.2,PROFIT|AVERAGE|UTMOST|THICK|SHALLOW,否,否
cet4,大学四级,考试,229,10,hard,6,5,9,7.3,CLASSIFY|ALPHABET|ENORMOUS|EXPLOSION|HASTY|DEEPEN,否,否
cet4,大学四级,考试,230,10,hard,7,5,7,6.0,BUNDLE|ANTIQUE|LIGHT|DRAUGHT|GLARE|GRASP|HATEFUL,否,否
cet4,大学四级,考试,231,10,hard,7,5,7,5.9,FURIOUS|FRIDAY|SELECT|SUBURB|CUSTOM|GHOST|YOUTH,否,否
cet4,大学四级,考试,232,10,hard,6,5,8,6.5,WELFARE|KNEEL|PERSIST|SEMESTER|BRASS|VOLTAGE,否,否
cet4,大学四级,考试,233,10,hard,7,5,9,7.0,ADVICE|ASSEMBLY|ALONGSIDE|VIOLENT|SWITCH|SOLVE|MECHANIC,否,否
cet4,大学四级,考试,234,10,hard,7,5,9,6.9,EMBRACE|VOLUNTEER|ENGAGE|PEACEFUL|BOUNCE|CATCH|NUCLEAR,否,否
cet4,大学四级,考试,235,10,hard,7,5,9,6.3,PREDICT|PROVISION|BLAST|FEELING|VALUE|EDITOR|SPILL,否,否
cet4,大学四级,考试,236,10,hard,6,5,9,7.5,OVERSEAS|SPOKESMAN|SOCIALIST|ROTARY|PULSE|INTIMATE,否,否
cet4,大学四级,考试,237,10,hard,6,5,9,6.5,JEWISH|MESSENGER|SCARCELY|SHRUG|GOVERN|BADLY,否,否
cet4,大学四级,考试,238,10,hard,8,5,8,6.2,PURCHASE|ENDLESS|COMMERCE|DYING|RECYCLE|UNION|IMPLY|CIVIL,否,否
cet4,大学四级,考试,239,10,hard,7,5,7,6.3,LARGELY|SQUARE|NEEDLE|RADIUS|DISPLAY|DRESS|FINALLY,否,否
cet4,大学四级,考试,240,10,hard,6,5,7,6.0,GARBAGE|BEYOND|JOYFUL|PLANE|COULD|FINDING,否,否
cet4,大学四级,考试,241,10,hard,6,5,8,6.0,PROUD|RIDGE|INSECURE|DEPEND|EXACT|CONTROL,否,否
cet4,大学四级,考试,242,10,hard,8,5,8,6.5,SMASH|MINISTER|MEDICAL|AMERICA|WOODEN|MINER|DETAILED|NORMAL,否,否
cet4,大学四级,考试,243,10,hard,7,5,9,7.1,INTENSITY|TRANSFORM|HANDSOME|FAVOUR|SUBWAY|FATAL|SURGERY,否,否
cet4,大学四级,考试,244,10,hard,6,5,9,6.8,SULPHUR|ATTRACT|UMBRELLA|SIMILARLY|ABUSE|DAILY,否,否
cet4,大学四级,考试,245,10,hard,7,5,9,6.1,SEGMENT|OUTER|MERCURY|DROWN|CRASH|MODEL|SITUATION,否,否
cet4,大学四级,考试,246,10,hard,8,5,9,6.8,DIFFER|DEPENDENT|FEBRUARY|FRUITFUL|MINUS|STRICT|ADULT|REALITY,否,否
cet4,大学四级,考试,247,10,hard,8,5,8,6.2,HATCH|HANDLE|KINDNESS|KINGDOM|EXCLAIM|DARING|MERCY|ORIGIN,否,否
cet4,大学四级,考试,248,10,hard,8,5,9,6.6,TRULY|SHELTER|TYPIST|CRITICAL|ACCUSE|CORRECT|SWORD|ARCHITECT,否,否
cet4,大学四级,考试,249,10,hard,6,5,9,6.5,RADICALLY|QUALIFY|LIBRARY|AMAZE|AWFUL|FELLOW,否,否
cet4,大学四级,考试,250,10,hard,5,5,8,6.4,REASSESS|DISEASE|INQUIRY|FAULT|CRAWL,否,否
cet4,大学四级,考试,251,10,hard,5,5,8,6.2,SCARY|SUPERIOR|NOTHING|COUPON|RIGID,否,否
cet4,大学四级,考试,252,10,hard,4,5,5,5.0,FENCE|GREET|HOBBY|ACTOR,否,否
cet4,大学四级,考试,253,10,hard,7,5,7,6.0,LIVELY|LICENSE|EFFORT|ENABLE|PEACH|TRUNK|ENGLISH,否,否
cet4,大学四级,考试,254,10,hard,6,5,7,6.2,AGENDA|DARLING|PRIMARY|RUMOUR|CAMEL|BORROW,否,否
cet4,大学四级,考试,255,10,hard,3,5,5,5.0,LEASE|ORGAN|STRIP,否,否
cet4,大学四级,考试,256,10,hard,6,5,9,6.8,DOMINANT|BIOLOGY|INITIALLY|LUMBER|AURAL|AVIATE,否,否
cet4,大学四级,考试,257,10,hard,7,5,8,6.6,FACTORY|FORMAL|COTTAGE|GENIUS|ANKLE|CERTAIN|HOPELESS,否,否
cet4,大学四级,考试,258,10,hard,5,5,6,5.6,HUMBLE|DIALOG|MOVIE|FAIRLY|POWER,否,否
cet4,大学四级,考试,259,10,hard,6,5,8,6.8,EPIDEMIC|PERSUADE|STAKE|MAGIC|GERMANY|CIVILIAN,否,否
cet4,大学四级,考试,260,10,hard,6,5,8,6.8,BANKRUPT|MORAL|ALLOCATE|FREEDOM|CAUSE|AVIATION,否,否
cet4,大学四级,考试,261,10,hard,5,5,7,5.8,CANCER|PROBLEM|AFFAIR|AGONY|LEARN,否,否
cet4,大学四级,考试,262,10,hard,7,5,8,7.1,SIMILAR|NEEDLESS|EVALUATE|SYMPATHY|REVENGE|CURVE|ROUTINE,否,否
cet4,大学四级,考试,263,10,hard,5,5,8,7.0,WAGGON|GENERATE|QUANTITY|FORCE|PRACTICE,否,否
cet4,大学四级,考试,264,10,hard,6,5,9,7.3,PARADOX|PERMANENT|DISTRESS|FIERCE|YIELD|EFFECTIVE,否,否
cet4,大学四级,考试,265,10,hard,6,5,9,7.2,APPEAR|POINTLESS|PERSONAL|MYSELF|SECONDARY|SWELL,否,否
cet4,大学四级,考试,266,10,hard,6,5,9,6.3,PRIEST|CURRENTLY|FRIDGE|BLOODY|LINEN|PLAGUE,否,否
cet4,大学四级,考试,267,10,hard,5,5,8,6.2,OXYGEN|AFFORD|OVERTAKE|ERROR|PLEASE,否,否
cet4,大学四级,考试,268,10,hard,5,5,8,6.6,SEQUENCE|METRIC|GRAMME|OCEAN|MEDICINE,否,否
cet4,大学四级,考试,269,10,hard,6,5,9,6.8,REDUCTION|ELECTRIC|MEDIUM|ADVISE|DOUBT|CUSHION,否,否
cet4,大学四级,考试,270,10,hard,8,5,9,6.9,PRETTY|RADICAL|ASTRONAUT|RECKON|DETECT|PROOF|ORDINARY|FRICTION,否,否
cet4,大学四级,考试,271,10,hard,9,5,9,6.9,MISSION|MUSICAL|SHIVER|GRACIOUS|INDEX|DONATION|READY|DELICIOUS|CONCEDE,否,否
cet4,大学四级,考试,272,10,hard,6,5,8,6.7,STROKE|EVERYDAY|POSITIVE|PROMOTE|REACT|OUTSET,否,否
cet4,大学四级,考试,273,10,hard,8,5,8,6.5,LOOSEN|SOLUTION|PENNY|EXCLUDE|WHISPER|VIVID|POISON|RESTLESS,否,否
cet4,大学四级,考试,274,10,hard,5,5,9,6.6,CRITIC|CLAIM|CATHEDRAL|MOUNT|RESOURCE,否,否
cet4,大学四级,考试,275,10,hard,6,5,7,6.3,DEPART|EXACTLY|LIQUID|ARRANGE|FLOUR|HANDBAG,否,否
cet4,大学四级,考试,276,10,hard,7,5,7,6.3,BITTER|ILLEGAL|VISIBLE|SQUEEZE|CONDEMN|ALIVE|METRE,否,否
cet4,大学四级,考试,277,10,hard,7,5,8,6.6,VOYAGE|OUTDOORS|ONESELF|DICTATE|DESIRE|NAKED|EXAMINE,否,否
cet4,大学四级,考试,278,10,hard,6,5,8,6.5,CUPBOARD|ABROAD|NOTEBOOK|PROSPER|PLANT|BRAND,否,否
cet4,大学四级,考试,279,10,hard,6,5,9,7.0,DIAMOND|COOPERATE|VOLCANO|VIRTUAL|MINOR|HERSELF,否,否
cet4,大学四级,考试,280,10,hard,8,5,7,5.6,BISCUIT|BROOM|SURGE|CLIFF|MAINLY|AROUND|ENJOY|SADDLE,否,否
cet4,大学四级,考试,281,10,hard,7,5,8,6.4,PLAYER|DIAGNOSE|GROCERY|MAJORITY|GARAGE|ANGEL|GREEK,否,否
cet4,大学四级,考试,282,10,hard,6,5,8,6.3,KNIFE|NEGATIVE|EXPLORE|PORTION|BREAD|HUNGER,否,否
cet4,大学四级,考试,283,10,hard,6,5,8,7.0,DELIVERY|LITERARY|ELECTIVE|CULTURE|CHURCH|CRAFT,否,否
cet4,大学四级,考试,284,10,hard,5,5,9,7.2,ACADEMIC|CIGARET|CLOSELY|ADVISABLE|STALE,否,否
cet4,大学四级,考试,285,10,hard,5,5,7,6.2,DEFINE|QUARTER|INSULT|BROWN|CRYSTAL,否,否
cet4,大学四级,考试,286,10,hard,6,5,8,6.7,CONDUCT|HOSTESS|DISGUISE|SUMMARY|CHALK|TENDER,否,否
cet4,大学四级,考试,287,10,hard,6,5,9,7.2,CHARITY|SUBMERGE|COMPUTE|OUTDOOR|TUMOR|INSPECTOR,否,否
cet4,大学四级,考试,288,10,hard,6,5,7,6.0,ACTIVE|REGULAR|PRECISE|FOUND|SLOPE|ENDING,否,否
cet4,大学四级,考试,289,10,hard,4,6,8,7.2,APPOINT|CHEERFUL|DECEIT|HILLSIDE,否,否
cet4,大学四级,考试,290,10,hard,5,5,8,6.4,ORGANIZE|PAINTER|SIGNAL|WIDTH|CHERRY,否,否
cet4,大学四级,考试,291,10,hard,5,5,8,6.4,NEGLECT|HONESTY|BRICK|APPLY|CHEMICAL,否,否
cet4,大学四级,考试,292,10,hard,6,7,9,8.5,DORMITORY|INSTEAD|ADDICTION|UNWILLING|WHATEVER|IDENTICAL,否,否
cet4,大学四级,考试,293,10,hard,2,5,5,5.0,GRIND|MAJOR,否,否
cet4,大学四级,考试,294,10,hard,7,5,8,6.3,CHANCE|CURRENCY|CASSETTE|KEEPER|SHRIEK|PUNCH|DRUNK,否,否
cet4,大学四级,考试,295,10,hard,5,5,9,6.6,INCREASE|ANCHOR|PETROLEUM|ROAST|JEANS,否,否
cet4,大学四级,考试,296,10,hard,8,5,9,7.0,EXTERNAL|TALENT|PERCEIVE|KILOMETRE|RELATE|TOWEL|VISUAL|SLIPPERY,否,否
cet4,大学四级,考试,297,10,hard,7,5,9,6.7,SEXISM|REFUSAL|CATER|SUPPOSE|MONTH|EXCURSION|DISCLOSE,否,否
cet4,大学四级,考试,298,10,hard,7,5,8,6.6,IMPACT|THINKING|COMPLETE|CHILL|ELEMENT|CLIMB|TENSION,否,否
cet4,大学四级,考试,299,10,hard,5,5,8,6.4,DIVERSE|HUMANITY|MAYOR|SHELF|SINCERE,否,否
cet4,大学四级,考试,300,10,hard,7,5,8,6.6,INVALID|INNOCENT|REMAIN|RELIABLE|APART|LITER|COLONEL,否,否
cet4,大学四级,考试,301,10,hard,6,5,9,7.0,DISGUST|SOLEMN|PATIENTLY|TRAFFIC|MARRY|PRINCESS,否,否
cet4,大学四级,考试,302,10,hard,6,5,9,6.3,PROCEDURE|HEATING|FORGET|RETAIL|LEAST|LINER,否,否
cet4,大学四级,考试,303,10,hard,5,5,9,7.0,UPRIGHT|INSTINCT|CASTLE|LIMIT|AFFECTION,否,否
cet4,大学四级,考试,304,10,hard,6,5,7,6.3,ACCOUNT|COUNTER|ANYBODY|BORDER|BERRY|CHARGE,否,否
cet4,大学四级,考试,305,10,hard,6,5,9,6.8,CLASSROOM|CONSUMER|MAXIMUM|GATHER|SWIFT|MIRROR,否,否
cet4,大学四级,考试,306,10,hard,6,5,8,6.7,NORTHERN|OPINION|DISTURB|HARDEN|LOCAL|GALLERY,否,否
cet4,大学四级,考试,307,10,hard,8,5,9,6.6,SECTOR|SMOOTH|OUTLOOK|STRATEGIC|SUSPECT|FATIGUE|SCOUT|UNIQUE,否,否
cet4,大学四级,考试,308,10,hard,5,5,9,7.0,FRAMEWORK|PRISONER|FULFIL|BLAZE|DISPOSE,否,否
cet4,大学四级,考试,309,10,hard,6,5,9,6.7,SYNTHETIC|CONTRARY|ASSIGN|ARRIVE|DRIFT|JACKET,否,否
cet4,大学四级,考试,310,10,hard,7,5,9,6.9,EDUCATE|CONVEY|ENERGETIC|STRAIN|TERMINAL|MUDDY|MACHINE,否,否
cet4,大学四级,考试,311,10,hard,7,5,7,6.3,SUSPEND|BALANCE|SUNRISE|BORING|CONSULT|DRIVE|STING,否,否
cet4,大学四级,考试,312,10,hard,8,5,7,6.2,CHANNEL|NATIVE|MORTAL|MISTAKE|REASON|HEDGE|RESIST|FINANCE,否,否
cet4,大学四级,考试,313,10,hard,7,5,7,6.0,FIRST|FITNESS|READER|WANDER|EVIDENT|DRINK|RESCUE,否,否
cet4,大学四级,考试,314,10,hard,5,5,8,6.8,EDITION|DISCOVER|POSSIBLY|CROSS|MANNER,否,否
cet4,大学四级,考试,315,10,hard,6,5,9,6.8,REMOVE|RATIONAL|ELABORATE|ANIMAL|PINCH|DIALECT,否,否
cet4,大学四级,考试,316,10,hard,7,5,8,6.6,PACKAGE|ABSOLUTE|FIGURE|IMPRESS|ASSURE|AVAIL|BELIEVE,否,否
cet4,大学四级,考试,317,10,hard,6,5,8,6.7,BOTHER|BIRTHDAY|MEANING|PROBABLE|CHAIN|CANVAS,否,否
cet4,大学四级,考试,318,10,hard,6,5,9,6.8,ITSELF|EVAPORATE|ENGLAND|READING|SCREW|TEDIOUS,否,否
cet4,大学四级,考试,319,10,hard,6,5,9,6.8,MOISTURE|JEWEL|RELEASE|ALREADY|EARLY|EMERGENCY,否,否
cet4,大学四级,考试,320,10,hard,6,5,9,6.7,MINERAL|INTERFERE|LIVING|PREVENT|ARGUE|SENATE,否,否
cet4,大学四级,考试,321,10,hard,7,5,8,6.1,COURAGE|GENERIC|GRATEFUL|ORDER|SCRIPT|PROVE|QUITE,否,否
cet4,大学四级,考试,322,10,hard,7,5,8,6.1,PILLOW|INDIA|DESCRIBE|STARTUP|EVOLVE|CORNER|BROOD,否,否
cet4,大学四级,考试,323,10,hard,6,5,8,6.7,BRACKET|KILOGRAM|SYMPTOM|PIGEON|PILOT|RECRUIT,否,否
cet4,大学四级,考试,324,10,hard,7,5,9,7.6,CONSCIOUS|SURROUND|PALACE|CHINESE|PRIME|AFTERNOON|EXTREMELY,否,否
cet4,大学四级,考试,325,10,hard,6,5,8,7.2,CONTRAST|HORIZON|HISTORIC|SWALLOW|MOURN|QUESTION,否,否
cet4,大学四级,考试,326,10,hard,7,5,9,6.7,ADVANTAGE|DICTATOR|COMMAND|STRANGE|VOLUME|APRIL|PANEL,否,否
cet4,大学四级,考试,327,10,hard,5,5,8,6.2,GLORY|RECEIVE|DISTINCT|MIGHT|IMPORT,否,否
cet4,大学四级,考试,328,10,hard,6,5,9,7.2,VERTICAL|CHARMING|DESTROY|HOMEMAKER|AFFECT|GRIEF,否,否
cet4,大学四级,考试,329,10,hard,6,6,9,7.8,ALLIANCE|DEFECT|PASSIVELY|FIREMAN|MULTIPLY|CONFIDENT,否,否
cet4,大学四级,考试,330,10,hard,7,6,9,7.9,AUGUST|REFUGEE|SURVIVOR|DIMENSION|SEEMINGLY|INTENSIVE|OPENING,否,否
cet4,大学四级,考试,331,10,hard,6,5,9,7.3,IGNORANT|IRREGULAR|NECKLACE|SOMEBODY|NATURE|EXTRA,否,否
cet4,大学四级,考试,332,10,hard,8,5,9,7.2,SWEATER|SELECTION|FURTHER|MOUNTAIN|REVOLT|BEGIN|OFFICIAL|GOODNESS,否,否
cet4,大学四级,考试,333,10,hard,7,5,9,6.9,SOFTWARE|SHORE|DELICATE|SELECTIVE|AHEAD|BUTCHER|SHOWER,否,否
cet4,大学四级,考试,334,10,hard,6,5,8,6.8,REDUCE|COMMONLY|POVERTY|DIVORCE|HELLO|INTERVAL,否,否
cet4,大学四级,考试,335,10,hard,6,5,6,5.7,DINNER|NOBODY|RELAX|HUNGRY|ANYHOW|CRAZY,否,否
cet4,大学四级,考试,336,10,hard,7,5,8,6.0,HAPPY|ARRIVAL|MURDERER|BEHIND|CAREER|CHILD|ALIKE,否,否
cet4,大学四级,考试,337,10,hard,3,5,5,5.0,ARISE|RIVAL|TASTE,否,否
cet4,大学四级,考试,338,10,hard,7,6,9,7.7,HARMFUL|AMBITION|SIGNATURE|MONUMENT|TEMPER|PLURALISM|NOWHERE,否,否
cet4,大学四级,考试,339,10,hard,6,6,9,7.5,GREETING|FUNCTION|DOWNWARD|CIRCLE|INTERVIEW|BANNER,否,否
cet4,大学四级,考试,340,10,hard,5,5,9,7.4,PUBLICITY|MASCULINE|FAMILY|BUNCH|FOUNTAIN,否,否
cet4,大学四级,考试,341,10,hard,5,6,9,7.4,DOUBTFUL|MYSTERY|CONFORM|BEHALF|THEREFORE,否,否
cet4,大学四级,考试,342,10,hard,8,5,9,6.8,THREAT|BEGINNING|FLIGHT|FREELY|FULFILL|HOTEL|MUSICIAN|VEHICLE,否,否
cet4,大学四级,考试,343,10,hard,5,7,9,7.6,PRIVACY|INFINITE|ORDERLY|ARABIAN|ENDURANCE,否,否
cet4,大学四级,考试,344,10,hard,6,6,9,7.8,DURATION|DEADLINE|DIFFERENT|FORMULA|INFERENCE|PUBLIC,否,否
cet4,大学四级,考试,345,10,hard,9,5,8,7.1,PRIORITY|PREVIOUS|PRESENCE|VARIABLE|BEARING|IGNORE|SALAD|WISDOM|DELEGATE,否,否
cet4,大学四级,考试,346,10,hard,8,5,9,6.6,CONSTRUCT|COURTYARD|TAILOR|LABOUR|DESERT|HELMET|ABOVE|SURVEY,否,否
cet4,大学四级,考试,347,10,hard,7,5,8,7.0,CLOTHES|HARVEST|CONQUEST|MERELY|MEMORIAL|MOIST|TREASURE,否,否
cet4,大学四级,考试,348,10,hard,2,5,5,5.0,PRICE|AWARD,否,否
cet4,大学四级,考试,349,10,hard,6,6,9,7.2,STATIC|STRANGER|ECONOMY|FOREIGN|CLAUSE|INTEGRATE,否,否
cet4,大学四级,考试,350,10,hard,7,6,9,7.6,CROSSING|WITHDRAW|MODERATE|EXCESS|CONVINCE|OBLIGE|ALLOWANCE,否,否
cet4,大学四级,考试,351,10,hard,7,6,9,7.3,FANTASIZE|INCOME|NOTICE|OCEANIA|COMPLY|COMMANDER|ULTIMATE,否,否
cet4,大学四级,考试,352,10,hard,6,5,8,7.0,CONGRESS|RESPOND|SPECIFIC|LENGTHY|LIVER|MISSING,否,否
cet4,大学四级,考试,353,10,hard,8,5,9,6.9,STAGE|SECRETARY|APPARENT|CAPACITY|INHABIT|SELDOM|EVERY|WORSHIP,否,否
cet4,大学四级,考试,354,10,hard,8,5,9,7.2,ADVANCED|REFINE|PRESIDENT|POTENTIAL|EYESIGHT|SEIZE|DIAMETER|VITAL,否,否
cet4,大学四级,考试,355,10,hard,6,6,9,7.7,PERHAPS|WITHSTAND|LISTEN|SOMETIME|LAUNDRY|PLENTIFUL,否,否
cet4,大学四级,考试,356,10,hard,6,5,9,6.7,ENSURE|DIAGRAM|SACRIFICE|SHRINK|SCOPE|EXECUTE,否,否
cet4,大学四级,考试,357,10,hard,6,5,8,6.3,FANTASY|AMOUNT|LUGGAGE|THOROUGH|CANDY|GIVEN,否,否
cet4,大学四级,考试,358,10,hard,5,6,8,6.4,FUTURE|PROVIDED|PICNIC|GROUND|TACKLE,否,否
cet4,大学四级,考试,359,10,hard,7,5,9,6.6,MANAGE|MISLEAD|NIGHTMARE|EXTEND|CURTAIN|TREAT|STREAM,否,否
cet4,大学四级,考试,360,10,hard,6,6,9,7.3,INVITE|CONSENSUS|BUILDING|SPREAD|ELSEWHERE|MISTER,否,否
cet4,大学四级,考试,361,10,hard,7,5,8,7.0,ORGANIC|COMPRESS|DISORDER|HONOUR|LOOSE|CONSUME|PROGRESS,否,否
cet4,大学四级,考试,362,10,hard,7,6,9,7.1,EXPECT|EXERCISE|ATTACK|ATTEND|FAMINE|MISERABLE|IMPLEMENT,否,否
cet4,大学四级,考试,363,10,hard,6,5,8,6.5,ANYTHING|MANKIND|WEEKLY|NEITHER|CLICK|GLOOMY,否,否
cet4,大学四级,考试,364,10,hard,8,5,9,7.1,GASEOUS|EMERGE|CONCERN|COMPLAINT|OVERHEAD|GROWTH|BRIEF|EXTENSION,否,否
cet4,大学四级,考试,365,10,hard,7,5,9,7.4,TEXTILE|REPRESENT|SUBSTANCE|BLANKET|EXPRESS|CABLE|MOLECULE,否,否
cet4,大学四级,考试,366,10,hard,7,6,9,7.3,HANDFUL|MUTUALLY|COMPASS|SENTENCE|SENIOR|ADVENTURE|BRIDGE,否,否
cet4,大学四级,考试,367,10,hard,7,5,9,7.0,GRATITUDE|DILEMMA|APPROVAL|PLEASANT|ENTIRE|AMONG|REGION,否,否
cet4,大学四级,考试,368,10,hard,6,5,9,7.0,SEMINAR|INCENTIVE|IMMEDIATE|INFECT|CUBIC|ENGINE,否,否
cet4,大学四级,考试,369,10,hard,5,6,9,7.4,FOOLISH|IDENTIFY|OUTLINE|AGENCY|BEAUTIFUL,否,否
cet4,大学四级,考试,370,10,hard,6,5,9,6.5,INSIDE|DISHONOUR|ASSIST|MASTER|RALLY|ENQUIRY,否,否
cet4,大学四级,考试,371,10,hard,6,5,9,7.2,GRANDSON|DOWNLOAD|PREFER|NETWORK|ANGLE|REARRANGE,否,否
cet4,大学四级,考试,372,10,hard,6,6,9,7.0,CENTER|PROVOKE|THROAT|HIGHLIGHT|ENDURE|TRANSMIT,否,否
cet4,大学四级,考试,373,10,hard,8,6,9,7.0,CANTEEN|CORDIAL|RENDER|BASEBALL|GLITTER|APOLOGIZE|THRUST|GENDER,否,否
cet4,大学四级,考试,374,10,hard,6,6,9,7.3,FINISH|SINGLE|MILITARY|ADVANCE|DISPLEASE|DISAGREE,否,否
cet4,大学四级,考试,375,10,hard,6,5,9,7.0,IMPOSE|SOCIOLOGY|DETECTION|DESSERT|ALONE|HOLLOW,否,否
cet4,大学四级,考试,376,10,hard,6,5,8,6.7,HABITUAL|DIRECTLY|CHEESE|REBEL|LEATHER|SYMBOL,否,否
cet4,大学四级,考试,377,10,hard,8,5,9,7.2,INSTANT|INWARD|CRUSH|AIRCRAFT|AMBITIOUS|SNACK|ADVOCATOR|MIGRATION,否,否
cet4,大学四级,考试,378,10,hard,6,5,9,7.3,VIEWPOINT|SEPARATE|WHICHEVER|HEROINE|LOVER|AUTUMN,否,否
cet4,大学四级,考试,379,10,hard,7,6,9,7.6,PUBLICIZE|BREATHE|WEDDING|MURDER|DIFFICULT|UTILIZE|SPELLING,否,否
cet4,大学四级,考试,380,10,hard,6,5,9,7.5,PLATFORM|DWELLING|EVERYBODY|TELESCOPE|CHEQUE|ELDER,否,否
cet4,大学四级,考试,381,10,hard,7,5,9,7.0,CONDITION|NONSENSE|PROTOCOL|MARRIED|METHOD|CHART|STOREY,否,否
cet4,大学四级,考试,382,10,hard,6,6,9,7.3,ENDANGER|FORWARD|ANCIENT|CENTURY|POLISH|GUNPOWDER,否,否
cet4,大学四级,考试,383,10,hard,6,5,8,7.0,VIGOROUS|DISTRICT|THERAPY|CONSTANT|GLANCE|MEDAL,否,否
cet4,大学四级,考试,384,10,hard,5,7,9,8.0,MIDNIGHT|PRACTICAL|SUPREME|CHAPTER|CIGARETTE,否,否
cet4,大学四级,考试,385,10,hard,7,6,9,6.9,FLAVOUR|FISHERMAN|ADDRESS|NOTION|PREFACE|SPIDER|ASSUME,否,否
cet4,大学四级,考试,386,10,hard,6,6,9,7.0,BELOVED|VACANT|APPEAL|PROVIDE|RIOTOUS|RESTRAINT,否,否
cet4,大学四级,考试,387,10,hard,7,6,9,6.7,SPONSOR|DEVOTE|RESERVE|MOSTLY|INDIAN|SPORTSMAN|ACTUAL,否,否
cet4,大学四级,考试,388,10,hard,6,6,9,7.7,FACILITY|STRETCH|HAMMER|INVENTOR|OTHERWISE|GRADUATE,否,否
cet4,大学四级,考试,389,10,hard,6,6,9,7.3,NEIGHBOUR|BUTTON|STABLE|WARMTH|ANONYMOUS|ECONOMIC,否,否
cet4,大学四级,考试,390,10,hard,7,6,9,7.0,MODIFY|DOWNSIZE|BASKET|DIRECTOR|GENTLY|EXPENSIVE|VAPOUR,否,否
cet4,大学四级,考试,391,10,hard,6,5,9,6.7,LOBBY|BATHROOM|SCANDAL|CHILDHOOD|WIDOW|PROMPT,否,否
cet4,大学四级,考试,392,10,hard,5,7,9,7.6,HIMSELF|HUMOROUS|LIMITED|SCRATCH|DISAPPEAR,否,否
cet4,大学四级,考试,393,10,hard,6,6,9,7.3,WORKSHOP|PICTURE|PRAISE|CONTRACT|CONTAINER|FRANCE,否,否
cet4,大学四级,考试,394,10,hard,5,5,8,6.6,PARTIAL|ROMANTIC|DECADE|ITALIAN|BLADE,否,否
cet4,大学四级,考试,395,10,hard,5,5,8,6.6,NORMALLY|ROTATION|MOMENT|CANNON|FIBRE,否,否
cet4,大学四级,考试,396,10,hard,7,6,9,7.1,ENVELOPE|PEASANT|CHOOSE|HEALTH|PAYMENT|EASYGOING|THIRSTY,否,否
cet4,大学四级,考试,397,10,hard,8,6,9,7.2,ENFORCE|HUSBAND|ACCURACY|EMPLOYEE|CARBON|PREPARE|CELEBRATE|RETIRE,否,否
cet4,大学四级,考试,398,10,hard,6,6,9,7.2,PARTICLE|SUFFER|ANOTHER|CHERISH|CORPORATE|WORSEN,否,否
cet4,大学四级,考试,399,10,hard,7,6,9,7.7,PECULIAR|ADMIRE|LANDSCAPE|PLEASURE|MINIMIZE|SUBMARINE|ELEVEN,否,否
cet4,大学四级,考试,400,10,hard,5,5,7,6.2,NOTIFY|FORGIVE|AMATEUR|MEMORY|NOISY,否,否
